,title,label,emotion,score
1207,Boehner 'baffled' by Israeli spying report,REAL,disgust,0.540144681930542
1208,12 and 63-minute videos: Donald Trump connects to false flag targeting Muslims. Did you really think our ‘masters’ offer anything other than false choice between Left and Right arms of a .01% US rogue state?,FAKE,anger,0.5013270378112793
1209,Tribute to the Last Honorable US Senator: The Story of Paul Wellstone’s Suspected Assassination,FAKE,fear,0.8983490467071533
1210,There’s a good reason protesters at the University of Missouri didn’t want the media around,REAL,neutral,0.7205498814582825
1211,Putin: Crimean Integration Into Russian Legal Framework Goes Forward,FAKE,neutral,0.8373489379882812
1212,Comment on 10 Strange Facts About Our Presidents by tania de saram,FAKE,surprise,0.6146784424781799
1213,French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,FAKE,fear,0.8407106399536133
1214,Matt Bevin is the next governor of Kentucky. He has President Obama to thank.,REAL,neutral,0.8378968834877014
1215,"Fear of Trump sparking a surge in citizenship, voter applications",REAL,fear,0.9905757904052734
1216,Dr. Duke and Andrew Anglin discuss the most important vote and election of our lives!,FAKE,neutral,0.41082918643951416
1217,John Roberts helps overthrow the Constitution,REAL,anger,0.6466447710990906
1218,Poll gives Biden edge over Clinton against GOP candidates; VP meets with Trumka,REAL,neutral,0.5493410229682922
1219,UN’s Yemen Peace Plan Would Sideline Former President Hadi,FAKE,neutral,0.45149192214012146
1220,Pope Francis’ address to Congress: what it means for six Catholic lawmakers (+video),REAL,neutral,0.6874287724494934
1221,Kasich: ‘My Republican Party doesn’t like ideas’,REAL,disgust,0.6500373482704163
1222,Experts Speechless! Countless People Miraculously Relieved of Serious Illness & Diseases-Must See!,FAKE,fear,0.7591842412948608
1223,What does Rick Perry have?,REAL,neutral,0.8845686912536621
1224,"Minnesota Man Arrested, Sentenced to 6-Months in Jail for Having a Windmill On His Property",FAKE,sadness,0.3033798933029175
1225,"This is tyranny not democracy, says party with single MP",FAKE,anger,0.436333030462265
1226,Re: DePaul: “Unborn Lives Matter” Posters Are Veiled Bigotry,FAKE,neutral,0.5784945487976074
1227,Bill Clinton’s Lover: He Called Ruthless Hillary ‘The Warden’,FAKE,disgust,0.6047899127006531
1228,Did You Notice Anything Different In The MSM Lately?,FAKE,neutral,0.6279499530792236
1229,BOMBSHELL: Hillary Clinton’s Leaked Audio Proves She Rigs Elections,FAKE,neutral,0.5964359641075134
1230,Rubio reignites Cuba debate with Senate hearing,REAL,neutral,0.4281421899795532
1231,Lester Holt: presidential debate moderator and proven fact-checker,REAL,neutral,0.8436935544013977
1232,Patriots Day 2015: Boston does not stand alone,REAL,sadness,0.4446050524711609
1233,| Man whose son was killed by illegal immigrant files two suits against feds,FAKE,sadness,0.8037107586860657
1234,Mitt Romney to give big speech on 2016 race. Joining #NeverTrump? (+video),REAL,fear,0.9360538125038147
1235,Is there any way Obama can fill Supreme Court vacancy?,REAL,neutral,0.9104742407798767
1236,"Saudi Arabia's King Abdullah was incremental reformer, US ally (+video)",REAL,neutral,0.8131729364395142
1237,"Re: The U.S. Will Lose Global Reserve Status, Expect 80-90% Devaluation Of the U.S. Dollar",FAKE,sadness,0.39342206716537476
1238,How The Oligarchs Plan To Steal The Election,FAKE,anger,0.5742787718772888
1239,GOP insiders: It was a rough night for Ted Cruz,REAL,sadness,0.7154552936553955
1240,"Space Wars Likely In The Future As US, Russia Develop Satellite Weapons",FAKE,neutral,0.6718207597732544
1241,Donald Trump is blatantly racist — and the media is too scared to call him out on it,REAL,fear,0.6584178805351257
1242,Can Donald Trump recover from this?,REAL,neutral,0.7934477925300598
1243,The She-Devil,FAKE,disgust,0.4779418110847473
1244,Can Hillary rebuild her campaign with an upbeat message? And will anyone even notice?,REAL,neutral,0.6793217062950134
1245,The Democrats aren’t doomed: What I learned from Bernie delegates in Philadelphia,REAL,neutral,0.7705704569816589
1246,The US Elections Do Matter But Not Necessary To Follow Them – Sheikh Imran Hosein,FAKE,neutral,0.6807239055633545
1247,Enrique Marquez: I got rifles for San Bernardino killer,REAL,neutral,0.5418494343757629
1248,Project Veritas: Scott Foval Reveals Who Was Really Behind the Romney 47% Video,FAKE,neutral,0.6871646046638489
1249,Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,FAKE,neutral,0.905078113079071
1250,Family of Armed Robbery Suspect Outraged Pizza Hut Employee Shot & Killed Their Son,FAKE,anger,0.8580631613731384
1251,Abortion bill dropped amid concerns of female GOP lawmakers,REAL,fear,0.4216823875904083
1252,'Racist and sexist’ complaints against Aussie lamb advert rejected,FAKE,disgust,0.7394364476203918
1253,Outsider campaigns seek inside track,REAL,neutral,0.9520785808563232
1254,Pentagon Seeks Another $6 Billion for Overseas Troop Deployments,FAKE,neutral,0.7743262052536011
1255,The Most Interesting Chart In The World – Part 2,FAKE,surprise,0.7068713903427124
1256,"Spy Scandals, Globalism and the Betrayal of America",FAKE,disgust,0.8089817762374878
1257,John Oliver’s Smear Tactics Exposed As Establishment Propaganda,FAKE,fear,0.512036919593811
1258,Can Sanders' millennials switch to Clinton?,REAL,neutral,0.8264622688293457
1259,Bernie Sanders Has Strength Among White Men Pinched By The Economy,REAL,neutral,0.7536392211914062
1260,Standing Rock Indian Reservation: Thousands Of Wild Buffalo Appear Out Of Nowhere,FAKE,neutral,0.7583990693092346
1261,Western “Culture” is Wrecking Entire Continents,FAKE,disgust,0.67851322889328
1262,"Scalia, Thomas & Alito have totally lost it: The complete and utter incoherence of the conservative Supreme Court justices",REAL,neutral,0.47084006667137146
1263,ISIS: Mortal Threat Or Paper Tiger?,FAKE,neutral,0.5989225506782532
1264,Someone left a funny note asking the postman to move a spider,FAKE,joy,0.3958490788936615
1265,"In rare foreign trip, Assad flies to Moscow to meet with Putin",REAL,neutral,0.7519075870513916
1266,Former ‘Apprentice’ contestant accuses Trump of groping her during job meeting,REAL,disgust,0.8739423155784607
1267,Hispanic Crowd Boos Marco Rubio off Stage,FAKE,neutral,0.5576074123382568
1268,High Court Judges looking for a Truss to support them. More soon.,FAKE,neutral,0.9306827187538147
1269,"Trump's lean campaign machine relying mostly on donor cash, not his own",REAL,neutral,0.8304727077484131
1270,P. Parenthood Chief Goes Toe-to-Toe with Attackers,REAL,fear,0.543721616268158
1271,New Poll: Americans Feel Less Safe After 15 Years Of War,FAKE,joy,0.8891524076461792
1272,"If Clinton Campaign Believes WikiLeaks Emails Are Forged, Why Don’t They Prove It!?",FAKE,anger,0.7337128520011902
1273,Justice Department Launches Civil Rights Probe Of Baltimore Police,REAL,anger,0.6268178820610046
1274,Obama Meets Boy After Deplorable Trump Fans Attack His Wheelchair When He’s Removed From Rally,FAKE,anger,0.6000791788101196
1275,“Honor Our Immigrant Veterans” Replayed,FAKE,neutral,0.66733318567276
1276,Laura Ingraham: The Trump betrayal by Republican elites won't soon be forgotten,REAL,anger,0.35444164276123047
1277,Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud,FAKE,anger,0.7101656198501587
1278,"Sanders wins in Wisconsin, keeping alive his improbable bid for the nomination",REAL,neutral,0.5195629000663757
1279,The unexpected and ingenious strategy of Obama's second term,REAL,surprise,0.818135142326355
1280,Help Blow Up the Globalists Plot to Steal the Presidency- Make This Go Viral,FAKE,anger,0.6093214154243469
1281,Biggest Election Fraud In History Discovered In The United States,FAKE,fear,0.45841097831726074
1282,South Carolina primary brings high stakes for Marco Rubio and Jeb Bush,REAL,neutral,0.5000065565109253
1283,Duterte Calls US Admin ‘Monkeys’ for Halting Arms Sales,FAKE,anger,0.42474365234375
1284,"Slow start for program to reduce vets' waits at Veterans Affairs facilities, offer private medical care",REAL,neutral,0.9279606938362122
1285,Malaysia to Buy Ships From China in Another Blow to US Regional Dominance,FAKE,anger,0.32065126299858093
1286,Vladimir Putin Condemns Europe for Upholding Child Rape (Video) - Ricky Twisdale,FAKE,disgust,0.7831164598464966
1287,Is This A New Escalation? BLACK Chemtrails Reported Around The World!,FAKE,surprise,0.6235211491584778
1288,BREAKING : Trump BEATING “Federal Investigation Hillary” by 4% in Michigan’s Absentee Voting – TruthFeed,FAKE,neutral,0.6078138947486877
1289,Harry Reid: Obama to Name Scalia Replacement in 3 Weeks,REAL,neutral,0.6856083869934082
1290,"Amid campaign troubles, Trump blasts Clinton as 'world-class liar'",REAL,anger,0.4305557310581207
1291,"Mitt Romney: Donald Trump is a 'phony, a fraud'",REAL,disgust,0.4256577789783478
1292,'We the People' is at risk: Why America needs civics education,REAL,fear,0.9621070027351379
1293,"‘Like Warsaw ghetto’: Attendees attacked, surrounded at Israeli speaker event at London university",FAKE,anger,0.5378077626228333
1294,"Comment on St. Charles Borromeo, Patron Saint of Catechists and Seminarians by jose",FAKE,neutral,0.9058430194854736
1295,NSA program reportedly helped US gather evidence against North Korea in Sony hack,REAL,fear,0.4598754942417145
1296,"Donald Trump triumphs in Michigan and Mississippi. Onward, reality show junkies",REAL,neutral,0.8440073132514954
1297,"What happens to delegates won by Rubio, other ex-candidates?",REAL,neutral,0.7604625225067139
1298,Sniff your underarms and tell us if you stink...,FAKE,disgust,0.8618662357330322
1299,Must Watch: When People Laughed At Donald Trump And Anyone Who Said He Would Win,FAKE,joy,0.6599419713020325
1300,"Mired in third, Marco Rubio prepares for a long, drawn-out Republican race",REAL,neutral,0.49381953477859497
1301,Comment on Facebook Daughter’s Day Hoax Is A Sign Of The Times by para kazanmak,FAKE,neutral,0.7435999512672424
1302,The Last Confirmation Bias Test of This Election,FAKE,neutral,0.7351688146591187
1303,Donald Trump v Bernie Sanders: confusion reigns over possible debate,REAL,fear,0.9003123641014099
1304,Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary,FAKE,fear,0.6653046607971191
1305,North Dakota Police Arrest Over 140 Pipeline Protesters,FAKE,anger,0.4623784124851227
1306,Paul: Christie embraces Obamacare,REAL,neutral,0.597283661365509
1307,Ooh Fuck,FAKE,surprise,0.3978523313999176
1308,"The American Way: Socialism for the Rich, Free Enterprise for the Rest",FAKE,neutral,0.9101120233535767
1309,BREAKING: Trump Rushed Off Stage After Alleged Gunman Found in Rally Audience,FAKE,fear,0.5625378489494324
1310,"FBI Assistant Director Goes Rogue, Stabs Hillary in the Back on National TV",FAKE,neutral,0.4643040895462036
1311,Photo of the day: Miss Russia at the international beauty contest in Tokyo,FAKE,joy,0.4411889612674713
1312,Congressional auditors: VA health care is high-risk,REAL,fear,0.8457326292991638
1313,"Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’",FAKE,neutral,0.7811651229858398
1314,"Iowa’s Des Moines Register endorses Clinton, Rubio",REAL,neutral,0.8502407670021057
1315,Economic Nationalism: Alternative To Globalism,FAKE,neutral,0.8617563843727112
1316,Experts Just Uncovered The Top Secret Server Trump Uses To Talk To Russia,FAKE,neutral,0.7959157228469849
1317,White House looks to scientists to sell Iran deal,REAL,neutral,0.8336633443832397
1318,GOP debate: 's Reality Check Team inspects claims,REAL,neutral,0.5520325899124146
1319,Travel: Conor McGregor’s Guide To New York,FAKE,neutral,0.8551052212715149
1320,Lawmakers Who Have Forgotten Iraq Insist They're Right About Iran,REAL,neutral,0.8596619367599487
1321,"Kiev officials forced to declare incomes, Ukrainians threaten revolt",FAKE,fear,0.8652019500732422
1322,Congress and its 'outsiders': The critical struggle over who is really in charge,REAL,neutral,0.7183206677436829
1323,"Walnuts Are Drugs, Says FDA",FAKE,neutral,0.8760381937026978
1324,Hotel CEO Caught Celebrating Using Government to Make Airbnb Illegal So They Can Price Gouge,FAKE,disgust,0.6253546476364136
1325,Sanders: Democratic Party hasn't been fair to me,REAL,sadness,0.7517068982124329
1326,"Bobby Jindal, raised Hindu, uses story of Christian conversion to woo evangelicals for potential 2016 bid",REAL,neutral,0.9147077202796936
1327,Conservatives in a meltdown: National Review’s confused “Against Trump” issue is an amazing testament to the right’s implosion,REAL,fear,0.4154343903064728
1328,"Reinventing Democracy in America Starts by Voting, Then Building an Accountability Movement",FAKE,neutral,0.8843027353286743
1329,PressTV-Huge blast kills 47 in Pakistan's Balochistan,FAKE,fear,0.7896167635917664
1330,"What is an ""income"" tax and where did it come from? NOT the 16th Amendment!",FAKE,neutral,0.5534698963165283
1331,Will Latino loathing of Trump drive a voter movement to swing the election?,REAL,neutral,0.3085592985153198
1332,Drudge goes all in for Trump,REAL,anger,0.5210713744163513
1333,New Study Shows Riots Make America Conservative,REAL,neutral,0.8518635034561157
1334,21 dead at Radison Blu hotel in Mali,REAL,sadness,0.9302219748497009
1335,The Reopening Of The Clinton Email Investigation Is More GOP Hype Over Nothing,FAKE,neutral,0.6553259491920471
1336,"Anti-terrorism crackdowns may have spurred attackers, Belgian prosecutor says",REAL,fear,0.8701814413070679
1337,"United States – reformation or fracture?, by Thierry Meyssan",FAKE,fear,0.39922618865966797
1338,British PM Refuses To Withdraw Support For Saudi Arabia,FAKE,sadness,0.6998204588890076
1339,Editorial: Presidential stakes are high for nuclear arsenal - The Boston Globe,REAL,neutral,0.45542144775390625
1340,Proof God is on Duterte’s Side!,FAKE,neutral,0.3854638934135437
1341,"Obama, Erdogan Discuss Need for Close Cooperation to Counter Daesh",FAKE,neutral,0.4031895697116852
1342,Voter Dreading Being Sent Over To Visibly Stupid Poll Worker - The Onion - America's Finest News Source,FAKE,neutral,0.41661226749420166
1343,North Korea Threatens ‘Sacred’ Nuclear War Against Israel if this country continue supporting ISIS,FAKE,fear,0.9088215231895447
1344,Magnificent Jellyfish Gardens Purify The Water While Growing Food,FAKE,joy,0.6129092574119568
1345,Here's why creating single-payer health care in America is so hard,REAL,neutral,0.7784741520881653
1346,Why Koch and Republican donor network won’t back Trump (+video),REAL,neutral,0.7746854424476624
1347,The Iran Deal and the Cost of Political Polarization | RealClearPolitics,REAL,neutral,0.39776018261909485
1348,A Book Too Dangerous To Read,FAKE,fear,0.5150560736656189
1349,Gowdy reveals subpoena Clinton claims she 'never had',REAL,neutral,0.410448282957077
1350,"Walgreens to close 200 stores, boost cost cutting",REAL,sadness,0.3945528566837311
1351,"This Will END Hillary’s Campaign, HILLARY CLINTON IS GOING DOWN",FAKE,sadness,0.43868210911750793
1352,"US Officials, FBI See No Link Between Trump and Russia",FAKE,neutral,0.5229023098945618
1353,‘They Don’t Speak For Me’ — Evangelical PhD SLAMS Religious Right Leaders Supporting Trump,FAKE,neutral,0.4184449315071106
1354,Teacher sickout closes most Detroit schools Monday,REAL,sadness,0.8464458584785461
1355,Anyone from the family who can understand what I speak will be appointed as UP CM: Mulayam Singh,FAKE,neutral,0.8172456622123718
1356,"Unsurprisingly, this Ku Klux Klan leaflet has a spelling mistake",FAKE,surprise,0.5567814707756042
1357,"American Dream, Revisited",FAKE,neutral,0.6887142062187195
1358,Lynch's delayed confirmation vote,REAL,sadness,0.7920442819595337
1359,Benny Morris’s Untenable Denial of the Ethnic Cleansing of Palestine,FAKE,neutral,0.6584365963935852
1360,Cloudy economy rains on Obama's parade,REAL,neutral,0.5386362075805664
1361,GOOGLE head Eric Schmidt's secret strategic plan for election...,FAKE,surprise,0.8900853991508484
1362,"High school, middle school kids now use more e-cigs than tobacco: CDC",REAL,neutral,0.8220744729042053
1363,"Sanders focuses on gun violence, immigration as 13,000 attend Arizona rally",REAL,neutral,0.31175336241722107
1364,What happened to Carly Fiorina's presidential hopes? (+video),REAL,surprise,0.5008116364479065
1365,"Cruz dominates, Trump falls short again as more states pick delegates",REAL,neutral,0.6823722124099731
1366,"Racism is “America’s original sin”: Unless we tell the truth about our history, we’ll never find the way to reconciliation",REAL,disgust,0.6506043076515198
1367,Kevin McCarthy is a total dope: This bumbling yahoo is about to be second in line to the presidency,REAL,neutral,0.41684117913246155
1368,Kp Message 10-30-16… “A Few Things”,FAKE,neutral,0.7036411166191101
1369,Top Clinton aide Mills reportedly walks out of FBI interview about emails,REAL,sadness,0.5527344942092896
1370,'America Has Lost' in the Philippines as Duterte Calls for Alliance with Russia and China - Pepe Escobar,FAKE,sadness,0.5794463157653809
1371,California's Death Penalty: Mike Ramos v. Kevin Cooper and Proposition 62,FAKE,anger,0.31107163429260254
1372,The quiet global crisis that scares the State Department,REAL,fear,0.9860481023788452
1373,Camden Yards briefly closed off as Freddie Gray protests intensify in Baltimore,REAL,fear,0.3465863764286041
1374,8 Things Congress Actually Did This Year,REAL,neutral,0.5207107067108154
1375,Olivia Newton John's Daughter Is Vocal About Plastic Surgery Addiction...Here Are the Family Photos She Doesn't Show - Independent Journal Review,FAKE,sadness,0.7582604885101318
1376,Cahill vs. Kalma Debut Album Out Now!,FAKE,joy,0.3864049017429352
1377,Comment on FBI: No link between Trump and Russian government by Christian Zionist,FAKE,neutral,0.6339322924613953
1378,"""Top Five Clinton Donors Are Jewish"" - How Anti-Semitic Is This Fact?",FAKE,disgust,0.5587910413742065
1379,Why Congress Doesn't Really Worry About What Most Americans Think,REAL,neutral,0.6475196480751038
1380,Russia And Syria Blamed For Idlib Bombing Hoax,FAKE,anger,0.6438807845115662
1381,FBI Sources believe Clinton Foundation case is “likely moving toward an indictment”,FAKE,fear,0.7245466113090515
1382,"Trump wins presidency, defeats Clinton in historic election upset",REAL,neutral,0.5239343643188477
1383,"On The Streets Of Baltimore, Trying To Understand The Anger",REAL,anger,0.9430117011070251
1384,Where’s the partisan polarization on abortion?,REAL,neutral,0.8446906208992004
1385,Mike Pence Is Fine With Trump Sexual Assault But Offended By Voter Suppression,FAKE,anger,0.415546715259552
1386,Learning Horrors of War from Vets,FAKE,fear,0.9805379509925842
1387,"Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits",FAKE,fear,0.8605323433876038
1388,Some Early Voters: Changing their Minds,FAKE,neutral,0.8486398458480835
1389,20 Foods That Naturally Unclog Arteries and Prevent Heart Attacks,FAKE,neutral,0.6117037534713745
1390,Condell: America’s Moment Of Truth,FAKE,neutral,0.8815913796424866
1391,SATAN 2: Russia unvelis an image of its terrifying new ‘SUPERNUKE’ – Western world takes notice,FAKE,fear,0.9735756516456604
1392,Russia Calls Downing Of Its Plane A 'Planned Provocation',REAL,fear,0.40955260396003723
1393,9th baby dies after heart surgery at a Florida hospital,REAL,sadness,0.9576974511146545
1394,RI's YouTube Channel Tops 100 Thousand Subscribers and 60 Million Views - Damir Marinovich,FAKE,surprise,0.7904021739959717
1395,Comment on Will Michelle Obama Be The Replacement Nominee If The FBI Email Investigation Ends Hillary Clinton’s Campaign? by marlene,FAKE,neutral,0.6242179870605469
1396,Dems open convention without Wasserman Schultz,REAL,neutral,0.7651864290237427
1397,America at the Crossroads: Abrogation of Democracy,FAKE,anger,0.7829666137695312
1398,"Upcoming proposal in Congress for military action must strike Goldilocks-esq, 'just right' tone",REAL,neutral,0.8156632781028748
1399,Pope brings message of brotherly love to Philadelphia,REAL,neutral,0.6034182906150818
1400,Voters' dilemma: What happens if it's Hillary vs. Trump?,REAL,neutral,0.7176754474639893
1401,Trump Gives 6 Reasons To Vote For Him,FAKE,neutral,0.6627184748649597
1402,NY Times: Trump Supporters are Threatening a ‘Violent Revolution’ if Hillary Wins,FAKE,fear,0.8118579983711243
1403,Five Filipino hostages freed by Somali pirates reunite with families,FAKE,neutral,0.48078644275665283
1404,"Guy Fawkes, The Gun Powder Plot & How False Flags Have Shaped History",FAKE,fear,0.43834325671195984
1405,"I'm a black ex-cop, and this is the real truth about race and policing",REAL,neutral,0.6212422251701355
1406,This astonishing chart shows how moderate Republicans are an endangered species,REAL,surprise,0.6415877342224121
1407,Ted Cruz tackles the Wall Street Journal,REAL,neutral,0.8446924686431885
1408,Cory Booker on how America's criminal justice system destroys the American dream,REAL,anger,0.3187878727912903
1409,Re: Rights? In The New America You Don’t Get Any Rights!,FAKE,anger,0.43826234340667725
1410,OPEC Fails to Agree as U.S. Energy Industry Ramps Up,FAKE,sadness,0.38376283645629883
1411,Trump’s audacious Southern spectacle is part of his strategy,REAL,neutral,0.4389846622943878
1412,WW3 Nuclear War Drills World War 3 To Start In Ukraine,FAKE,fear,0.7145664691925049
1413,Facebook user wastes two hours sharing things to impress his insurance company,FAKE,neutral,0.42670539021492004
1414,"250,000-year-old artifact: The ultimate evidence of ‘Ancient Astronaut’ technology?",FAKE,neutral,0.8657193183898926
1415,Expert: ISIL 'highly likely' to launch gas attack in London,REAL,fear,0.9587903022766113
1416,Obama to Propose Protecting 1.4 Million Acres of Arctic Refuge,REAL,neutral,0.45408040285110474
1417,"SHOCK STATEMENT: Anthony Weiner SPEAKS, Drops LEGAL NUKE On Hillary",FAKE,disgust,0.6504750847816467
1418,Trump Tower Surrounded By Dump Trucks In Anticipation Of Violence,FAKE,fear,0.9826700687408447
1419,"AT&T-Time Warner Merger To Expand Corporate, State Control Of Media",FAKE,neutral,0.8600424528121948
1420,Fox News has no shame: Easily duped wingnuts spout phony science and climate-change lies,REAL,disgust,0.5673500895500183
1421,Racist Sign Calls For Lynching Black People To Prevent Them From Getting Equal Rights,FAKE,anger,0.5108579993247986
1422,"House OKs bill blocking Planned Parenthood funds, amid shutdown worries",REAL,fear,0.45025205612182617
1423,Debate: NATO's eastward expansion,FAKE,neutral,0.8865582346916199
1424,State of the Union recap: Obama sells optimism to nervous nation,REAL,fear,0.9801561832427979
1425,Tony Blair suggests a second referendum to reverse Brexit,FAKE,fear,0.6181314587593079
1426,Selected Not Elected: The Election Has Been Stolen,FAKE,sadness,0.8477826118469238
1427,"Clinton, Trump at First Debate: Was It All America Expected?",REAL,surprise,0.6130061745643616
1428,Harry Reid endorses Chuck Schumer to succeed him as Senate Democratic leader,REAL,neutral,0.7533777356147766
1429,How Scalia's death could change Supreme Court and Election 2016,REAL,fear,0.3760271370410919
1430,What Trump Will Never Understand About Immigrants,REAL,neutral,0.5912261605262756
1431,Baltimore protests: Crowds stand firm after curfew,REAL,fear,0.5635237693786621
1432,VIDEO COMPILATION: Pundits and Politicians Insist Donald Trump Cannot Win Election,FAKE,anger,0.3267762362957001
1433,"Santorum talks 2016, minimum wage increase",REAL,neutral,0.7184855937957764
1434,Kurds Worried Turkey Will Stab Them in the Back as They Fight ISIS,FAKE,fear,0.9157401919364929
1435,"Vicar sacked over orgies, hookers & porn after wife exposes his double life",FAKE,disgust,0.6620461940765381
1436,I live in Iran. Here's how sanctions have shaped my life.,REAL,neutral,0.7709210515022278
1437,Make America Vote Again,FAKE,neutral,0.8390532732009888
1438,Russia begins airstrikes in Syria; U.S. warns of new concerns in conflict,REAL,fear,0.9721477031707764
1439,Tens of Thousands of Police Expected for Funeral of Slain Officer,REAL,sadness,0.744371235370636
1440,Walker’s anti-union law has labor reeling in Wisconsin,REAL,fear,0.7856763005256653
1441,With a bullet: Oil prices headed to the basement,REAL,surprise,0.3465236723423004
1442,WikiLeaks List Exposes At Least 65 Corporate ‘Presstitutes’ Who Colluded to Hide Clinton’s Crimes,FAKE,disgust,0.3820974826812744
1443,"Ted Cruz, the master strategist, was no match for Trump's cult of personality",REAL,neutral,0.8493576645851135
1444,"Ashutosh attempts suicide at protest rally, rescued while proofreading suicide note",FAKE,sadness,0.6157110929489136
1445,"Obama seeks to end sequester cuts, raise spending caps in budget plan",REAL,neutral,0.7460453510284424
1446,Rieder: Why Stephanopoulos flap matters,REAL,neutral,0.6114367246627808
1447,Netanyahu Defeats Center-Left Rival In Israel's Parliamentary Election,REAL,disgust,0.4861331582069397
1448,Why We Wait For The Future,FAKE,neutral,0.9543416500091553
1449,U.S. militia girds for trouble as presidential election nears,FAKE,fear,0.9443888068199158
1450,Continental Gold,FAKE,neutral,0.9450942873954773
1451,Political hatefest: Why the media—and the candidates—are dragging down the campaign,REAL,anger,0.7636576890945435
1452,Comment on A Chinese Boy With The Ability To See In Pitch Black Dark Baffles Scientists (Video) by Adpres Media - Adpres.net,FAKE,neutral,0.8487679362297058
1453,Three reasons political polarization is here to stay,REAL,neutral,0.8539396524429321
1454,Badass Patriot Has MASSIVE Surprise For Thieves Who Stole His Trump Sign,FAKE,anger,0.3568536341190338
1455,Can Libertarian nominees Gary Johnson and Bill Weld siphon votes from Trump?,REAL,neutral,0.8227247595787048
1456,"The Supreme Court Case That Could Gut Obamacare, Explained In 2 Minutes",REAL,neutral,0.4253958463668823
1457,FBI Officials: No Link Between Donald Trump and Putin…,FAKE,neutral,0.46461591124534607
1458,The Democratic Debate Clock: Which Issues Got The Most Time,REAL,neutral,0.5994312167167664
1459,Protesters target Trump buildings in massive street rallies,REAL,anger,0.8527652025222778
1460,Election 2016: Open Thread,FAKE,neutral,0.7940652966499329
1461,FBI PANIC! Hillary LIES In First Press Conference While A LEAKED PHOTO From Her Airplane Reveals The Truth,FAKE,surprise,0.6528403162956238
1462,McConnell plan moves Senate closer to deal on Homeland Security funding,REAL,neutral,0.7384968400001526
1463,Louis Farrakhan (Nation of Islam) agrees with Donald Trump about the need for extreme vetting of Muslim immigrants,FAKE,neutral,0.8245384097099304
1464,Michael Moore Owes Me $4.99,FAKE,neutral,0.4923900365829468
1465,Baking Soda & Coconut Oil Can Kill Cancer: Eye-Opening Evidence,FAKE,neutral,0.4385065734386444
1466,Comment on 65 US ‘journalists’ at a private dinner with Hillary Clinton’s team and John Podesta by Debbie Menon,FAKE,neutral,0.7958239912986755
1467,"OCTOBER GUN SALES SEE MASSIVE SPIKE, SET YET ANOTHER RECORD",FAKE,neutral,0.7393895983695984
1468,BREAKING: White House Abandons TPP & TTIP,FAKE,neutral,0.5708177089691162
1469,Soros Paid Al Gore MILLIONS to Push ‘Aggressive US Action’ on Global Warming,FAKE,anger,0.5895506739616394
1470,Facebook Faces High Profile Lawsuit Regarding Facial Recognition Technology ‘DeepFace’,FAKE,fear,0.4411216378211975
1471,Only 3 Countries Left Without a ROTHSCHILD Central Bank,FAKE,neutral,0.7671812176704407
1472,Chattanooga shooting proves it's time to arm our Armed Forces,REAL,neutral,0.6737638711929321
1473,"Names of Oregon victims released, range in age from 18 to 67",REAL,neutral,0.9027957320213318
1474,"BUSTED! Pro-Trump PAC Rep Admits To Voter Suppression Campaign Targeting Blacks, Suburban Mothers",FAKE,anger,0.7072370648384094
1475,Debate fact-check: Hillary Clinton and Donald Trump's claims reviewed,REAL,neutral,0.8650954365730286
1476,Kentucky Clerk's Office Issues Same-Sex Marriage License,REAL,neutral,0.9150051474571228
1477,The map is tough for any Republican. It’s completely daunting for Donald Trump.,REAL,fear,0.9679677486419678
1478,"White House makes formal veto threat against Keystone, ACA bills",REAL,fear,0.897857129573822
1479,Nonduality and the Consciousness of 'Things' - Thich Nhat Hanh,FAKE,neutral,0.6379212141036987
1480,Why do people on the other side seem so unreasonable?,REAL,anger,0.8061079382896423
1481,The Republican Party ruined conservatism long before Trump: Why they still don’t get it,REAL,neutral,0.445190966129303
1482,Obamacare is Meant to Fail in Order to Usher in Government-Run Socialist Health Care,FAKE,neutral,0.31975939869880676
1483,"Megyn Kelly Special: Trump defends tone, says bid will be ‘complete waste’ if he doesn’t win",REAL,anger,0.46650588512420654
1484,"Donald Trump’s grandfather ran Canadian brothel during gold rush, author says",FAKE,neutral,0.8650090098381042
1485,At least nine protesters arrested after St. Louis police shooting,REAL,anger,0.7836161851882935
1486,Workplace Violence or Terrorism? CA Massacre Probe Unfolds,REAL,fear,0.953023374080658
1487,"I’m with Hillary in November: Listen up, fellow Bernie supporters — you must get behind Clinton to stop Donald Trump",REAL,fear,0.6321038603782654
1488,CodeSOD: The Wisdom of the Ancients,FAKE,neutral,0.9427239894866943
1489,U.S. provides options for drawdown of forces in Afghanistan amid ISIS fears,REAL,fear,0.9315280914306641
1490,The Media Ignores the Good News On Climate Change,FAKE,disgust,0.5823211669921875
1491,The NRA-ification of the Republican Party,REAL,neutral,0.6697593927383423
1492,"University of Missouri, please immediately fire employees who taunted media",REAL,anger,0.4117722511291504
